0.519066	17
0.0957646	9
0.506892	19
0.33382	19
0.507551	19
0.508091	19
0.296636	3
0.0225351	11
0.00109467	3
0.507942	15
0.850068	21
0.0790293	9
0.509427	18
0.0154159	3
0.509066	19
0.55355	21
0.0861638	2
0.540276	19
0.539077	19
0.564787	16
0.185183	12
0.571201	23
0.557892	23
0.601037	23
0.581374	24
0.410734	19
0.402486	20
0.543591	21
0.304206	22
0.499644	21
0.500194	20
3.23164e-05	2
0.000678076	3
0.499287	21
0.49987	21
0.0924394	4
0.500713	16
0.115778	2
0.497181	20
0.434211	19
0.318147	23
0.482403	19
0.599676	16
0.332707	23
0.0900084	6
0.187989	17
0.0889313	6
0.174233	4
0.333603	23
0.408555	23
9.69681e-05	3
0.408134	23
0.333441	23
0.408484	23
0.333236	23
0.0896111	6
0.33356	23
0.329968	23
0.310768	6
0.152455	8
0.40011	23
0.405461	19
0.800226	22
0.403685	23
0.340082	23
0.000904568	1
0.539619	19
0.535858	3
0.79837	23
0.517077	19
0.517188	18
0.489478	18
0.470267	22
0.56514	23
0.371649	20
0.00100097	3
0.438905	24
0.111959	6
0.434569	24
0.443348	24
0.572253	24
0.574849	24
0.00520362	4
0.528237	24
0.528989	24
0.526712	24
0.527654	24
0.512636	24
0.525237	24
0.0436399	3
0.560896	24
0.561684	24
0.418611	24
0.394884	24
0.112392	6
0.563399	24
0.000162012	2
0.564025	23
0.523316	23
0.460983	24
0.479614	24
0.452705	24
0.579642	24
0.46977	24
0.470531	24
0.478917	24
0.0557604	3
0.261866	24
0.582038	24
0.00421886	4
0.259586	13
0.0226171	2
0.581942	24
0.0394677	5
0.0756419	24
0.0118563	2
0.581564	24
0.00524423	2
0.0991362	11
0.2683	13
0.581478	24
0.251878	24
0.569348	15
0.193581	24
6.46831e-05	1
0.39034	24
0.39034	24
6.46831e-05	2
0.000258431	3
0.566645	24
0.566245	24
0.566275	24
0.454363	13
3.22935e-05	3
0.566086	24
0.448597	13
0.565161	21
0.155073	7
0.999903	24
0.492118	18
0.502659	18
0.000742654	3
0.174678	17
0.0439969	3
0.00045243	2
0.49158	18
0.0802573	3
0.488957	18
0.148751	7
0.00316415	3
0.253332	16
0.5431	20
0.543513	20
0.533495	20
0.549297	19
0.00213192	2
0.54922	20
0.54604	20
0.551826	20
0.468385	17
0.468675	16
0.0586294	1
0.505369	19
0.0277796	3
0.497315	22
0.455634	20
0.50721	20
0.072192	1
0.55426	22
0.583387	22
0.576198	22
0.575657	22
0.00459755	2
0.501427	22
0.548705	22
0.568895	2
0.703546	22
0.259476	15
0.341175	15
0.092595	12
0.498461	12
0.723538	14
0.0327848	4
0.507641	14
0.586005	18
0.582993	18
0.582743	3
0.772701	18
0.596329	18
0.015543	2
0.59287	18
0.773165	3
0.587732	15
0.170367	5
0.551647	15
0.166225	5
0.456365	7
0.5012	18
0.30449	13
0.603695	19
0.613111	19
0.0198192	6
0.39238	16
0.324133	11
0.575414	21
0.0241618	3
0.00639287	3
0.0150478	2
0.594374	22
0.522108	23
0.589137	22
0.0176079	3
0.942658	16
0.591989	22
0.0624879	3
8.51861e-05	3
0.528322	22
0.000211399	1
0.127547	3
0.127547	3
0.00603504	2
0.00720311	8
0.460237	22
0.0479496	4
0.0308866	3
0.000695809	1
0.0625647	3
0.264696	20
0.446885	20
0.00740286	1
0.497572	20
0.530854	4
0.245191	4
0.319977	18
0.474431	22
0.0156817	3
0.00502041	3
0.490155	21
0.0452366	3
0.560659	21
0.952094	24
0.592558	22
0.270411	8
0.380562	22
0.483811	21
0.0020044	1
0.477063	21
0.476546	21
0.48097	21
0.40309	3
0.480711	21
0.481999	21
9.69869e-05	3
0.47855	21
0.482266	21
0.483067	21
0.483709	21
0.000226259	3
0.48181	21
0.482973	21
0.482658	21
0.55658	21
0.517779	21
0.478475	19
0.505058	21
0.441466	19
0.440839	19
0.441999	19
0.443673	19
0.443141	19
0.461995	19
0.464415	15
0.392443	21
0.471164	3
0.392295	21
0.00682057	2
0.364028	14
0.444551	14
0.444551	14
0.000292691	2
1.0	21
0.484847	19
0.466381	19
0.0203355	1
0.465459	19
0.959889	24
0.404692	19
0.394833	6
0.073128	1
0.405071	19
